Status,GlobalSeq,Year,SeqInYear,Author,Work,PlanSelection,GreatIdeas,BeforeReading,DuringReading,AfterReading,Hook,ResourceKeys,ResourceTitles,ResourceURLs,Themes,GreatBooksSet,PlacementNote
Not Started,152,6,22,Hegel,Philosophy of History,Introduction,Government; History; Knowledge; Philosophy; Truth; War and Peace,"Bryan Magee — watch the matching philosopher/tradition episode first, or OYC Theory for the interpretive frame.",Gregory B. Sadler — use/search: “Hegel Philosophy of History lecture”,"Return to Magee/OYC Theory; locate the break: certainty, substance, freedom, history, language, being, or value.",Watch for Government; History; Knowledge; Philosophy: modern philosophy often begins when inherited certainty becomes a problem rather than a possession.,OYC_POLPHIL; MAGEE; SADLER; OYC_THEORY; HARVARD_JUSTICE,Open Yale PLSC 114 — Introduction to Political Philosophy; Bryan Magee — Great Philosophers / Men of Ideas interviews; Gregory B. Sadler — philosophy text lectures and core concepts; Open Yale ENGL 300 — Introduction to Theory of Literature; Harvard Justice — Michael Sandel course videos,https://oyc.yale.edu/political-science/plsc-114; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://www.youtube.com/@GregoryBSadler; https://oyc.yale.edu/english/engl-300; https://justiceharvard.org/,Government; History; Knowledge; Philosophy; Truth; War and Peace,Core (1952),
Not Started,153,6,23,Tolstoy,War and Peace,Book IX-XV; Epilogues,Courage; Honor; War and Peace; Truth,Crash Course Literature — use the author/work video when available; otherwise use the genre/period video.,Lecture cue — use/search: “Tolstoy War and Peace lecture”,"Open Yale Theory of Literature or European Civilization — connect form, society, class, consciousness, and modernity.","Watch for Courage; Honor; War and Peace; Truth: the modern novel often makes consciousness, society, and narration itself part of the argument.",CRASH_LIT; OYC_THEORY; OYC_EUROCIV,"Crash Course Literature; Open Yale ENGL 300 — Introduction to Theory of Literature; Open Yale HIST 202 — European Civilization, 1648–1945",https://thecrashcourse.com/topic/literature/; https://oyc.yale.edu/english/engl-300; https://oyc.yale.edu/history/hist-202,Courage; Honor; War and Peace; Truth,Core (1952),
Not Started,154,6,24,Kierkegaard,Fear and Trembling,Focus: Abraham/Isaac; faith vs ethics; knight of faith; paradox (Read whole; then re-read these anchors),Duty; God; Love; Truth; Will,"Bryan Magee — watch the matching philosopher/tradition episode first, or OYC Theory for the interpretive frame.",Gregory B. Sadler — use/search: “Kierkegaard Fear and Trembling lecture”,"Return to Magee/OYC Theory; locate the break: certainty, substance, freedom, history, language, being, or value.",Watch for Duty; God; Love; Truth: modern philosophy often begins when inherited certainty becomes a problem rather than a possession.,MAGEE; SADLER; OYC_THEORY,Bryan Magee — Great Philosophers / Men of Ideas interviews; Gregory B. Sadler — philosophy text lectures and core concepts; Open Yale ENGL 300 — Introduction to Theory of Literature,https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://www.youtube.com/@GregoryBSadler; https://oyc.yale.edu/english/engl-300,Duty; God; Love; Truth; Will,Expansion (1990),
Not Started,155,6,25,Huizinga,The Waning of the Middle Ages,I-X,Art; Custom and Convention; History; Religion; World,BBC Civilisation — late medieval/Renaissance episodes; then PBS Medici for the humanist and artistic transition.,Lecture/documentary cue — use/search: “Huizinga The Waning of the Middle Ages lecture late Middle Ages”,Rick Steves Luther and Crash Course European History — connect medieval forms to Reformation and modernity.,Watch for Art; Custom and Convention; History; Religion: Huizinga helps you feel the symbolic world out of which Renaissance and Reformation emerge.,BBC_CIVILISATION; PBS_MEDICI; RICK_STEVES_LUTHER; CRASH_EURO,Kenneth Clark — Civilisation; PBS Empires — Medici: Godfathers of the Renaissance; Rick Steves — Luther and the Reformation; Crash Course European History,https://www.bbcselect.com/watch/civilisation/; https://www.pbs.org/empires/medici/; https://www.ricksteves.com/watch-read-listen/video/tv-show/tv-specials/luther; https://www.youtube.com/playlist?list=PL8dPuuaLjXtMsMTfmRomkVQG8AqrAmJFX,Art; Custom and Convention; History; Religion; World,Expansion (1990),
Not Started,156,6,26,Shaw,Saint Joan,Focus: trial scenes; voices/conscience; politics of sainthood; epilogue (Read whole; then re-read these anchors),Hypothesis; Induction; Science; Physics,"Crash Course Theater and Drama — watch the period/genre episode: neoclassicism, realism, modern drama, epic theatre, or absurdism.",Stage production cue — use/search: “Shaw Saint Joan full play performance or reputable stage excerpts”,Watch a production/interview on National Theatre at Home or Digital Theatre if available; compare text to performed timing.,"Watch for Hypothesis; Induction; Science; Physics: drama lets ideas happen between bodies, pauses, entrances, exits, costumes, and public judgment.",CRASH_THEATER; NT_AT_HOME; DIGITAL_THEATRE,Crash Course Theater and Drama; National Theatre at Home; Digital Theatre,https://thecrashcourse.com/topic/theaterdrama/; https://www.ntathome.com/; https://www.digitaltheatre.com/,Science; Hypothesis; Induction; Physics,Expansion (1990),
Not Started,157,6,27,Racine,Bérénice,Focus: Acts I-II (conflict stated); Act IV (decision); Act V (resolution),Government; Law; State; Truth,"Crash Course Theater and Drama — watch the period/genre episode: neoclassicism, realism, modern drama, epic theatre, or absurdism.",Stage production cue — use/search: “Racine Bérénice full play performance or reputable stage excerpts”,Watch a production/interview on National Theatre at Home or Digital Theatre if available; compare text to performed timing.,"Watch for Government; Law; State; Truth: drama lets ideas happen between bodies, pauses, entrances, exits, costumes, and public judgment.",CRASH_THEATER; NT_AT_HOME; DIGITAL_THEATRE,Crash Course Theater and Drama; National Theatre at Home; Digital Theatre,https://thecrashcourse.com/topic/theaterdrama/; https://www.ntathome.com/; https://www.digitaltheatre.com/,Government; Law; State; Truth,Expansion (1990),French classical tragedy near Pascal/Milton era
Not Started,158,6,28,Racine,Phèdre,Focus: Acts I-II (desire/confession); Act III (crisis); Act V (catastrophe),Desire; Love; Pleasure and Pain; Truth,"Crash Course Theater and Drama — watch the period/genre episode: neoclassicism, realism, modern drama, epic theatre, or absurdism.",Stage production cue — use/search: “Racine Phèdre full play performance or reputable stage excerpts”,Watch a production/interview on National Theatre at Home or Digital Theatre if available; compare text to performed timing.,"Watch for Desire; Love; Pleasure and Pain; Truth: drama lets ideas happen between bodies, pauses, entrances, exits, costumes, and public judgment.",CRASH_THEATER; NT_AT_HOME; DIGITAL_THEATRE,Crash Course Theater and Drama; National Theatre at Home; Digital Theatre,https://thecrashcourse.com/topic/theaterdrama/; https://www.ntathome.com/; https://www.digitaltheatre.com/,Desire; Love; Pleasure and Pain; Truth,Expansion (1990),French classical tragedy near Pascal/Milton era
Not Started,159,7,1,Old Testament,Job,Focus: speeches cycles; theodicy tension; God's whirlwind; restoration debate (Read whole; then re-read these anchors),God; Fate; Justice; Law; Life and Death; Love; Religion; Theology,BibleProject — overview video for Job; then OYC Old Testament opening/context lecture.,Open Yale RLST 145 — use/search: “Job Hebrew Bible lecture”,PBS Battle for the Bible — use the later translation conflict to see how ancient text becomes civilizational authority.,"Watch for God; Fate; Justice; Law: Israel’s texts turn creation, law, covenant, prophecy, exile, and justice into a historical drama.",BIBLEPROJECT; OYC_OT; PBS_BATTLE_BIBLE,BibleProject — Bible book overview videos; Open Yale RLST 145 — Introduction to the Old Testament / Hebrew Bible; PBS Secrets of the Dead — Battle for the Bible,https://bibleproject.com/videos/collections/; https://oyc.yale.edu/religious-studies/rlst-145; https://www.pbs.org/wnet/secrets/battle-for-the-bible-about-the-episode/7154/,God; Religion; Theology; Fate; Justice; Law; Life and Death; Love,Core (1952),
Not Started,160,7,2,Old Testament,Isaiah,Focus: justice critique; servant songs; hope/vision sections (Read whole; then re-read these anchors),Justice; Law; Fate; God; Life and Death; Love; Prophecy; Religion,BibleProject — overview video for Isaiah; then OYC Old Testament opening/context lecture.,Open Yale RLST 145 — use/search: “Isaiah Hebrew Bible lecture”,PBS Battle for the Bible — use the later translation conflict to see how ancient text becomes civilizational authority.,"Watch for Justice; Law; Fate; God: Israel’s texts turn creation, law, covenant, prophecy, exile, and justice into a historical drama.",BIBLEPROJECT; OYC_OT; PBS_BATTLE_BIBLE,BibleProject — Bible book overview videos; Open Yale RLST 145 — Introduction to the Old Testament / Hebrew Bible; PBS Secrets of the Dead — Battle for the Bible,https://bibleproject.com/videos/collections/; https://oyc.yale.edu/religious-studies/rlst-145; https://www.pbs.org/wnet/secrets/battle-for-the-bible-about-the-episode/7154/,Justice; Law; Fate; God; Life and Death; Love; Prophecy; Religion,Core (1952),
Not Started,161,7,3,Old Testament,Amos,Focus: social justice oracles; religious hypocrisy critique (Read whole; then re-read these anchors),Justice; Law; Fate; God; Life and Death; Love; Prophecy; Religion,BibleProject — overview video for Amos; then OYC Old Testament opening/context lecture.,Open Yale RLST 145 — use/search: “Amos Hebrew Bible lecture”,PBS Battle for the Bible — use the later translation conflict to see how ancient text becomes civilizational authority.,"Watch for Justice; Law; Fate; God: Israel’s texts turn creation, law, covenant, prophecy, exile, and justice into a historical drama.",BIBLEPROJECT; OYC_OT; PBS_BATTLE_BIBLE,BibleProject — Bible book overview videos; Open Yale RLST 145 — Introduction to the Old Testament / Hebrew Bible; PBS Secrets of the Dead — Battle for the Bible,https://bibleproject.com/videos/collections/; https://oyc.yale.edu/religious-studies/rlst-145; https://www.pbs.org/wnet/secrets/battle-for-the-bible-about-the-episode/7154/,Justice; Law; Fate; God; Life and Death; Love; Prophecy; Religion,Core (1952),
Not Started,162,7,4,Plato,Symposium,Focus: ladder of love (Diotima); eros speeches; Alcibiades on Socrates (Read whole; then re-read these anchors),Beauty; Desire; Love; Form; Good and Evil; Dialectic; Education; Soul,"OYC PLSC 114 — watch the opening lectures on Socrates, polis, justice, and philosophy as public danger.",Gregory B. Sadler — use/search: “Plato Symposium text lecture core concepts”,Bryan Magee — Plato episode; then write the question Plato leaves harder than he found it.,Watch for Beauty; Desire; Love; Form: Plato rarely hands you a doctrine first; he stages a soul learning how to ask.,OYC_POLPHIL; SADLER; MAGEE,Open Yale PLSC 114 — Introduction to Political Philosophy; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews,https://oyc.yale.edu/political-science/plsc-114; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Beauty; Desire; Love; Form; Good and Evil; Soul; Dialectic; Education,Core (1952),
Not Started,163,7,5,Plato,Philebus,Focus: pleasure vs intellect; measure; the good life composition (Read whole; then re-read these anchors),Dialectic; Education; Good and Evil; Government; Justice; Knowledge; Law; Love,"OYC PLSC 114 — watch the opening lectures on Socrates, polis, justice, and philosophy as public danger.",Gregory B. Sadler — use/search: “Plato Philebus text lecture core concepts”,Bryan Magee — Plato episode; then write the question Plato leaves harder than he found it.,Watch for Dialectic; Education; Good and Evil; Government: Plato rarely hands you a doctrine first; he stages a soul learning how to ask.,OYC_POLPHIL; SADLER; MAGEE,Open Yale PLSC 114 — Introduction to Political Philosophy; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews,https://oyc.yale.edu/political-science/plsc-114; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Dialectic; Education; Good and Evil; Government; Justice; Knowledge; Law; Love,Core (1952),
